Accession	PC1	PC2	Family	Species	cluster
MN954399	-357.463445598974	-2.936188687843682	Demerecviridae	Vibrio phage VPT02	5
MN988464	849.6688627350311	-34.656535416476984	Microviridae	Rhizobium phage RHph_TM24	4
MN988518	834.8796412581812	-33.5708269269119	Microviridae	Rhizobium phage RHph_N2_10	4
MT074448	-327.5076013392088	5.461988329266234	Demerecviridae	Tequintavirus oldekolle	5
MT074461	-322.9350882181359	-2.344213066742981	Demerecviridae	Epseptimavirus smaug	5
MT074474	-679.2477983161233	51.99149471256487	Ackermannviridae	Kuttervirus aagejoakim	1
MT080103	-363.9515238576357	16.787895339540867	Demerecviridae	Tequintavirus ECOP18	5
MT094430	432.846115145318	-351.1105150340477	Autonotataviridae	Bifseptvirus BIMBV45	0
MT104471	450.3356989895895	-328.5010757588483	Autoscriptoviridae	Pseudomonas phage MR8	0
MT118299	64.96511490703824	290.1345183443905	Lindbergviridae	Pseudomonas phage Epa25	7
MT161387	124.37477320686276	260.9146456178163	Lindbergviridae	Carpasinavirus FoX6	7
MT193890	763.7167194333881	-33.700755992206	Inoviridae	Versovirus Vipa71	4
MT215167	496.1101032738545	-359.67710748728814	Autotranscriptaviridae	Chatterjeevirus ICP3	0
MT330372	219.9661627284072	203.41384512596883	Casjensviridae	Jacunavirus JC01	2
MT360680	528.8761929296131	-209.0547668407387	Autoscriptoviridae	Klebsiella virus 2019KP1	0
MT374855	442.0162069401563	246.22939892614804	Peduoviridae	Peduovirus YPM22	8
MT409176	-269.4669103438125	60.50298846431363	Andersonviridae	Felixounavirus CapYZU01	5
MT411892	-566.7250665882283	185.437042746269	Herelleviridae	Staphylococcus phage Metroid	9
MT478991	-905.986682058227	-139.1805456621818	Straboviridae	Krischvirus RB49	3
MT491206	69.611026306653	287.66561851911035	Lindbergviridae	Pseudomonas phage vB_PaeM_USP_3	7
MT577844	-291.9499903497285	-3.693044672060367	Demerecviridae	Tequintavirus LmqsSP1	5
MT633129	446.462006661664	-343.8957907460833	Autoscriptoviridae	Friunavirus fv15519	0
MT653137	282.6978280434012	322.18598377059993	Sarkviridae	Salmonella phage S55	2
MT681669	522.0091753728009	-388.9689284618869	Autotranscriptaviridae	Aeromonas phage PZL-Ah1	0
MT764206	-1055.994861547966	-250.5535711981452	Straboviridae	Tequatrovirus sgallinarium	3
MT808983	471.8252032388607	-353.07453445096	Autotranscriptaviridae	Kayfunavirus TM1	0
MT822288	490.2251509969453	-346.6984397067376	Autotranscriptaviridae	Ningirsuvirus pEpSNUABM12	0
MT828553	-1078.9221258657726	-264.59643831546487	Straboviridae	Tequatrovirus pyps2t	3
MT862763	505.6072440119585	-314.1191721802299	Autotranscriptaviridae	Kayfunavirus U8	0
MT887289	-282.4514551716932	44.207865917408725	Andersonviridae	Felixounavirus SME50	5
MT901799	810.4933664957096	-42.08718616958904	Inoviridae	Erwinia phage PEar4	4
MT947439	832.149973920659	-37.98496385490346	Microviridae	Sinsheimervirus phiX174	4
MT952005	310.1342034553227	196.84420936724675	Casjensviridae	Sharonstreetvirus BUCT551	2
MT984581	-1026.6024722134937	-248.73316064500423	Straboviridae	Tequatrovirus T4	3
MW042793	505.5641206764733	-377.30375245963705	Autotranscriptaviridae	Klebsiella phage 066025	0
MW117144	463.7047822626421	-294.73225084401133	Autoscriptoviridae	Phikmvvirus AIIMSPaA1	0
MW269554	303.60329929572526	214.32820823688527	Casjensviridae	Gediminasvirus AchV4	2
MW341595	-956.2352913693744	-259.7560098898516	Straboviridae	Tequatrovirus pss1	3
MW355468	292.04153798806465	307.93298585092793	Sarkviridae	Salmonella phage vB_SenS_ER4	2
MW355473	278.2939834700451	317.864025680969	Sarkviridae	Salmonella phage vB_SenS_ER9	2
MW384823	-237.1385206119396	55.25283152985577	Chimalliviridae	Erwinia phage pEa_SNUABM_43	5
MW546065	-541.0009148866629	147.44652076232387	Herelleviridae	Kayvirus G1	9
MW546069	-528.9881066041735	189.5165341971951	Herelleviridae	Staphylococcus phage PM36	9
MW584228	-512.8045175716882	121.50741148503096	Herelleviridae	Wphvirus BPS13	9
MW600722	513.3098086898078	-383.3678537820241	Autotranscriptaviridae	Klebsiella phage KPP-5	0
MW677523	129.8075662135734	141.26341204394265	Casjensviridae	Rhodobacter phage RcRios	7
MW812339	-308.1210967808677	52.588880013001415	Chimalliviridae	Erwinia phage pEa_SNUABM_29	5
MW812340	-289.2643721062716	88.26756067761022	Chimalliviridae	Erwinia phage pEa_SNUABM_42	5
MW812341	-280.7233787507748	47.15036998619431	Chimalliviridae	Erwinia phage pEa_SNUABM_9	5
MW812345	445.33194193877466	-384.3038817262383	Autotranscriptaviridae	Pseudomonas phage vB_Pci_PCMW57	0
MW960036	141.1709808343926	-47.65020506820778	Schitoviridae	Xoxocotlavirus X228B	6
MZ170041	-1072.0429206703998	-256.8783269604933	Straboviridae	Tequatrovirus effone	3
MZ172460	166.33826676171066	442.37423115641343	Drexlerviridae	Webervirus BUCT556A	10
MZ220766	559.3450619511307	-396.1617933279288	Autotranscriptaviridae	Teseptimavirus PVN09	0
MZ234009	473.73029916404425	-366.0064981023903	Autotranscriptaviridae	Kayfunavirus 101118UKE1	0
MZ234030	-1072.7490994808622	-268.553637858572	Straboviridae	Tequatrovirus ecombl75	3
MZ285878	49.63899694282554	299.3512748841109	Lindbergviridae	Pbunavirus E215	7
MZ326863	470.6041164602586	-309.47749702636213	Autonotataviridae	Pakuvirus paku	0
MZ333132	141.6605656585516	413.4568034506089	Drexlerviridae	Erwinia phage Snitter	10
MZ358387	317.5066142792814	-84.7633592793791	Schitoviridae	Moovirus moo	6
MZ375243	481.2210341310136	-390.5751903524866	Autotranscriptaviridae	Teseptimavirus T7	0
MZ375245	497.2504010653922	-398.8839905474574	Autotranscriptaviridae	Teseptimavirus T7	0
MZ375249	502.1922315378909	-401.3500168028405	Autotranscriptaviridae	Teseptimavirus T7	0
MZ375262	504.16144642152335	-401.4376049046508	Autotranscriptaviridae	Teseptimavirus T7	0
MZ375264	525.8472315034876	-405.10693521439873	Autotranscriptaviridae	Teseptimavirus T7	0
MZ375276	540.5258652040563	-387.1657361418547	Autotranscriptaviridae	Teseptimavirus T7	0
MZ375290	559.9180476573435	-385.140654472596	Autotranscriptaviridae	Teseptimavirus T7	0
MZ375291	523.4889715205979	-397.41116831812303	Autotranscriptaviridae	Teseptimavirus T7	0
MZ375358	-495.0395470285032	64.10566406047062	Ackermannviridae	Kuttervirus SenALZ1	9
MZ417321	-499.7837752545984	200.38020106231207	Herelleviridae	Staphylococcus phage PG-2021_18	9
MZ417327	-457.64140102578	218.75316212834025	Herelleviridae	Staphylococcus phage PG-2021_29	9
MZ417331	-486.5783066849988	222.3692599745423	Herelleviridae	Staphylococcus phage PG-2021_35	9
MZ417335	-524.7242195432366	209.09829744871615	Herelleviridae	Staphylococcus phage PG-2021_43	9
MZ424864	479.4222919848796	-262.5314813668364	Autoscriptoviridae	Drulisvirus ZX6	0
MZ501046	-1083.2139007680846	-275.90088035780974	Straboviridae	Tequatrovirus teqdroes	3
MZ501049	256.4500061772344	-73.53684810890627	Schitoviridae	Enquatrovirus N4	6
MZ501072	-358.2981977157767	-9.051989675476108	Demerecviridae	Epseptimavirus gretekellenberger	5
MZ501078	500.9878321102922	-390.01018330396505	Autotranscriptaviridae	Teseptimavirus jacobburckhardt	0
MZ501080	136.72311651075984	433.44995881295495	Drexlerviridae	Veterinaerplatzvirus Jeanpiccard	10
MZ501087	160.37078317199757	426.6509283860924	Drexlerviridae	Julespiccardvirus julespiccard	10
MZ501108	-308.9861122265986	7.824098323057711	Demerecviridae	Epseptimavirus trudigerster	5
MZ501260	-592.028881274095	121.5304072847912	Herelleviridae	Bacillus phage 010DV004	1
MZ501262	-557.01673416435	112.06194342650662	Herelleviridae	Bacillus phage 035JT004	1
MZ501272	436.3054151050048	-386.3993057050221	Autotranscriptaviridae	Ghunavirus AH05	0
MZ502379	-1034.2802395174754	-269.0581490202337	Straboviridae	Escherichia phage vB_EcoM_Shinka	3
MZ504877	-886.4781300646547	-149.25308013258336	Straboviridae	Enterobacteria phage Cognac	3
MZ576217	194.1034432502017	303.0822789564197	Sarkviridae	Escherichia phage vB_EcoS-phiEc3	2
MZ634351	138.20065324570896	430.4626723493644	Drexlerviridae	Webervirus PWKp20	10
MZ751040	-454.7062450746741	37.95961313401367	Herelleviridae	Bacillus phage phi18	9
MZ773648	263.32184246958764	-39.89407893247607	Schitoviridae	Gonggongvirus R7l	6
NC_003313	449.8502919495081	241.82101670906223	Peduoviridae	Longwoodvirus K139	8
NC_004306	780.5495649071115	-62.81961235810718	Inoviridae	Fibrovirus fs1	4
NC_005135	-852.9177583909745	-150.68925678261377	Straboviridae	Biquartavirus 44RR2	3
NC_005260	-984.5192991512124	-86.25431388365467	Straboviridae	Cinqassovirus aeh1	3
NC_006820	-526.4071951090493	111.1722129847079	Kyanoviridae	Nodensvirus spm2	9
NC_006940	359.734831819922	253.85940294538167	Sarkviridae	Jerseyvirus SS3e	8
NC_007066	-514.0443459503635	166.62143018807342	Herelleviridae	Kayvirus G1	9
NC_007291	246.4407254070686	389.4442801312844	Drexlerviridae	Rogunavirus Jk06	10
NC_007823	833.6260707025051	-35.74997511433726	Microviridae	Alphatrevirus NC28	4
NC_008296	-437.4254333118995	181.79782554155847	Kyanoviridae	Ormenosvirus syn9	9
NC_008574	766.2110692433719	-11.116873659745565	Inoviridae	Habenivirus RSM1	4
NC_009015	25.57829786768616	326.9708541150334	Lindbergviridae	Bcepfunavirus bcepF1	7
NC_010821	-618.5300109688767	17.013853956630626	Chimalliviridae	Serwervirus 201phi21	1
NC_011166	65.89394172275388	312.6055306513598	Lindbergviridae	Pbunavirus LMA2	7
NC_011756	63.75847445954196	284.23606132445354	Lindbergviridae	Pbunavirus SN	7
NC_012740	-921.3071885193297	-151.8417707160575	Straboviridae	Krischvirus jse	3
NC_013638	459.4242597548128	-337.2115534374445	Autoscriptoviridae	Tunggulvirus f2	0
NC_013691	277.7884435523763	-109.34441022234392	Schitoviridae	Luzseptimavirus LUZ7	6
NC_013692	236.0721985428388	-87.10829787896122	Schitoviridae	Litunavirus LIT1	6
NC_014036	-907.3377617622954	-142.08860396214345	Straboviridae	Slopekvirus kp15	3
NC_014663	-863.649372728193	-134.581060211419	Straboviridae	Acajnonavirus acj9	3
NC_015159	458.4751504448043	-345.9576157723211	Autotranscriptaviridae	Chatterjeevirus ICP3	0
NC_015249	475.8159899224922	-374.7867331427266	Autotranscriptaviridae	Berlinvirus 285P	0
NC_015269	-294.7376194541214	1.3209518921210304	Demerecviridae	Tequintavirus SPC35	5
NC_015290	-422.0537571759471	172.20117642097196	Kyanoviridae	Palaemonvirus pssm7	9
NC_015292	-110.9223075066186	8.341937216381893	Andersonviridae	Kolesnikvirus Ea214	5
NC_015585	371.6627725688411	-239.6903693126769	Autoscriptoviridae	Waewaevirus limezero	0
NC_016570	-665.062711134662	45.645545532643695	Ackermannviridae	Kuttervirus CBA120	1
NC_019448	-502.8342688250873	161.1921993946577	Herelleviridae	Kayvirus G15	9
NC_019487	-545.9365299057536	20.06121452152836	Herelleviridae	Bacillus phage SP-10	1
NC_019514	272.4360331359044	-62.86761726404432	Schitoviridae	Waedenswilvirus S6	6
NC_019726	-540.4182379169226	158.96630473560205	Herelleviridae	Kayvirus JD7	9
NC_020080	-939.2291154090448	-132.24385205377465	Straboviridae	Slopekvirus kp27	3
NC_020081	-440.8851131679778	175.267977004787	Herelleviridae	Agatevirus agate	9
NC_020875	-450.7555339200744	165.4688230522699	Kyanoviridae	Greenvirus ssm4	9
NC_021331	70.36514699743702	413.0105841564418	Drexlerviridae	Hanrivervirus pSf1	10
NC_021337	584.7229184998175	-340.46809427755807	Autoscriptoviridae	Friunavirus AB3	0
NC_022746	439.2946956422809	-350.03076589159866	Autoscriptoviridae	Phikmvvirus MPK6	0
NC_023570	491.22556003078967	-358.9688022130699	Autoscriptoviridae	Pettyvirus petty	0
NC_023586	737.1176147219501	-40.10287483687455	Inoviridae	Ralstonia phage 1 NP-2014	4
NC_024204	316.0002987627629	305.62012421184147	Sarkviridae	Jerseyvirus Ent1	2
NC_024364	-398.0305585404824	142.18007862984317	Herelleviridae	Pecentumvirus list36	9
NC_024367	184.37018577917524	-77.37371323153704	Schitoviridae	Baltimorevirus DFL12	6
NC_025428	216.9250510088252	244.23579637505875	Casjensviridae	Ruegeria phage DSS3-P1	2
NC_025437	-1040.7409630578318	-249.5224298784441	Straboviridae	Mosigvirus utam	3
NC_025445	436.0819651553463	-259.3064052763385	Autoscriptoviridae	Bonnellvirus smaasur	0
NC_025449	-1057.3574500217385	-274.0929436360496	Straboviridae	Tequatrovirus ecml134	3
NC_025454	789.1097898736182	-21.24583584225405	Inoviridae	Habenivirus RS603	4
NC_026010	96.568716924382	463.54205705206255	Drexlerviridae	Tunavirus PSf2	10
NC_026017	349.8148781927546	288.8303360763108	Sarkviridae	Jerseyvirus LSPA1	2
NC_026607	-966.699182783158	-182.86876005651715	Straboviridae	Gelderlandvirus stp4a	3
NC_027292	499.0133893147352	-382.538204345831	Autotranscriptaviridae	Pifdecavirus BIMBV46	0
NC_027329	-247.22324582470603	67.1748432226222	Andersonviridae	Felixounavirus SP116	5
NC_027340	-497.03656886669614	13.362525839180734	Ackermannviridae	Nezavisimistyvirus Ea2809	1
NC_027368	359.0686872175486	275.1832988188132	Peduoviridae	Vulnificusvirus PV94	8
NC_027375	402.8749733960124	-317.650037504044	Autoscriptoviridae	Phikmvvirus ABTNL	0
NC_027404	-1074.8124699045543	-274.87512792701614	Straboviridae	Tequatrovirus pst	3
NC_028663	-410.48933243054216	182.46279327781116	Kyanoviridae	Libanvirus ptim40	9
NC_028698	356.8144342560813	293.2566384020448	Sarkviridae	Jerseyvirus f18SE	2
NC_028894	-1045.1599876799942	-231.639019106016	Straboviridae	Gaprivervirus vr20	3
NC_028943	443.45256879535145	227.89967787778963	Peduoviridae	Peduovirus pro483	8
NC_028983	-381.4826646819288	50.12778898697914	Herelleviridae	Siminovitchvirus shanette	5
NC_028988	439.2018947181732	-281.5360994023771	Autonotataviridae	Risjevirus RSJ2	0
NC_029007	439.6088846953567	-293.55180305335125	Autonotataviridae	Risjevirus RSJ5	0
NC_029014	845.4990558629518	-53.13896872140396	Microviridae	Parabacteroides phage YZ-2015b	4
NC_029030	487.4566676194411	166.85592432747708	Aliceevansviridae	Streptococcus phage APCM01	8
NC_029042	-559.7700061572461	55.23418838476431	Ackermannviridae	Kuttervirus kv38	1
NC_029102	551.4976047678049	-392.7329412822145	Autotranscriptaviridae	Teetrevirus E2	0
NC_030903	-466.8214210632275	138.01647904946427	Herelleviridae	Nitunavirus SPG24	9
NC_030920	-502.39697485184274	155.75447062204768	Herelleviridae	Eldridgevirus eldridge	9
NC_030923	513.9579979068756	-325.660865693809	Autoscriptoviridae	Kantovirus C171	0
NC_031045	-646.7180676877582	58.217609471161865	Ackermannviridae	Kuttervirus GG32	1
NC_031054	-608.4884170200498	134.214294110387	Herelleviridae	Wphvirus megatron	1
NC_031103	-1039.2520879842968	-277.8491224470169	Straboviridae	Tequatrovirus ecomufv133	3
NC_031116	-607.8674625220266	131.75458853884254	Herelleviridae	Bacillus phage Zuko	1
NC_031903	-417.62066257396987	177.476718043511	Kyanoviridae	Alisovirus socal22	9
NC_031933	-345.1285780441367	19.471259409841608	Demerecviridae	Epseptimavirus 118970sal2	5
NC_041907	223.9457107262517	-88.95176614809925	Schitoviridae	Litunavirus PA26	6
NC_041936	-929.2365184597816	-135.76402740734176	Straboviridae	Krischvirus ecd7	3
NC_041992	284.4205821746432	313.9949042566242	Sarkviridae	Jerseyvirus wksl3	2
NC_042017	-263.29923436481545	68.63880472746234	Andersonviridae	Mooglevirus Sf13	5
NC_042039	-1050.0164685573498	-289.3555891396713	Straboviridae	Tequatrovirus sf22	3
NC_042048	-435.4732886583004	185.84708270248868	Herelleviridae	Pecentumvirus LMTA34	9
NC_042067	-1031.2003451708556	-205.4509958719341	Straboviridae	Moonvirus cf1	3
NC_042096	-241.56016201724012	70.46561386642819	Andersonviridae	Felixounavirus BPS17L1	5
NC_042104	447.6130278806331	-358.7263787399979	Autonotataviridae	Pollyceevirus pollyC	0
NC_042130	-1080.1838571561393	-285.5650804388457	Straboviridae	Tequatrovirus slur02	3
NC_043469	115.14312663396048	446.43941170418486	Drexlerviridae	Webervirus F20	10
NC_047721	-384.1609339893889	158.82302919725672	Herelleviridae	Kayvirus G1	9
NC_047750	358.0394617198792	247.7469677251184	Peduoviridae	Baylorvirus bv1127AP1	8
NC_047779	495.9569198912839	-250.3799165360363	Autoscriptoviridae	Drulisvirus KPRio2015	0
NC_047797	458.1607292578137	-362.2777587852182	Autotranscriptaviridae	Pektosvirus PP81	0
NC_047811	427.8328003884353	-249.042116880102	Autoscriptoviridae	Drulisvirus KpV74	0
NC_047818	444.3383417327493	246.8209546218686	Peduoviridae	Elveevirus 4LV2017	8
NC_047827	408.1581005106086	-370.210400113953	Autotranscriptaviridae	Ghunavirus KNP	0
NC_047828	116.30676644361506	472.10165527212575	Drexlerviridae	Tunavirus SH2	10
NC_047867	500.4294685048487	-382.3031845154676	Autotranscriptaviridae	Teetrevirus T7M	0
NC_047883	429.7561099596642	-346.9359998114412	Autoscriptoviridae	Friunavirus SWHAb3	0
NC_047945	-473.5768734220346	171.78354184760025	Herelleviridae	Baoshanvirus BS1	9
NC_047948	-501.8722485610301	188.8581328425037	Herelleviridae	Baoshanvirus BS2	9
NC_047966	395.687844508408	-345.0721150095545	Autonotataviridae	Aerosvirus av25AhydR2PP	0
NC_047968	472.0946500185207	-374.2744935382659	Autotranscriptaviridae	Przondovirus KP32i192	0
NC_047980	487.074322344605	-392.5129307968747	Autotranscriptaviridae	Przondovirus NLZS2	0
NC_047997	531.1927867743309	-373.0016198394452	Autotranscriptaviridae	Pfluvirus PFP1	0
NC_047998	130.8352254180154	460.0702759441509	Drexlerviridae	Tunavirus Sfin1	10
NC_048014	473.2550442600712	-381.8208664660418	Autotranscriptaviridae	Przondovirus IME321	0
NC_048042	109.07118118030805	447.0001849436642	Drexlerviridae	Webervirus TAH8	10
NC_048060	468.5442649738909	-368.841840175015	Autotranscriptaviridae	Aarhusvirus mysterion	0
NC_048088	158.9080660627776	402.8703222960196	Drexlerviridae	Kyungwonvirus CS01	10
NC_048110	-325.08456958279294	23.432530237708733	Demerecviridae	Epseptimavirus seafire	5
NC_048120	481.6181677781499	-277.2968844711896	Autoscriptoviridae	Phimunavirus zenivior	0
NC_048124	307.61547116637485	-112.25827559013784	Schitoviridae	Mukerjeevirus mv48B1	6
NC_048126	149.8204001614663	426.8189730809295	Drexlerviridae	Webervirus TSK1	10
NC_048130	659.2591204534494	-367.9227561559894	Autotranscriptaviridae	Przondovirus KN41	0
NC_048132	70.71681665413212	435.3237926439053	Drexlerviridae	Warwickvirus wv95	10
NC_048135	512.0629519195998	-388.8849708821134	Autotranscriptaviridae	Kayfunavirus EcpYZU01	0
NC_048162	123.75789982028186	447.37388928579446	Drexlerviridae	Webervirus GHK3	10
NC_048200	434.77934130008384	-371.0249295505731	Autotranscriptaviridae	Hennigervirus shl2	0
NC_048202	94.2364675992851	454.4754028594166	Drexlerviridae	Warwickvirus ityhuna	10
NC_048626	65.70927171584731	263.93345876182696	Lindbergviridae	Pbunavirus PA01	7
NC_048627	-341.1684846395201	24.65657566896664	Demerecviridae	Tequintavirus SP15	5
NC_048632	244.0735971874401	183.8538665425432	Casjensviridae	Chivirus cv35	2
NC_048654	202.80986454190725	-65.07406249060031	Schitoviridae	Cbunavirus CB4	6
NC_048660	-595.7705617570908	51.13910367824283	Ackermannviridae	Tedavirus A829	1
NC_048668	-416.74760441876697	28.93205030462215	Chimalliviridae	Moabitevirus mv2050HW	9
NC_048760	-338.78520903885783	9.85506263678272	Demerecviridae	Epseptimavirus Sds2	5
NC_048779	-157.03990605129934	30.930814706092235	Chimalliviridae	Aphroditevirus USC1	5
NC_048785	-281.6292970524612	-15.286440204360702	Demerecviridae	Epseptimavirus SE24	5
NC_048786	-267.8385847398365	-31.28321923359369	Demerecviridae	Tequintavirus SE11	5
NC_048867	-315.7028443800698	-15.650486335086583	Demerecviridae	Epseptimavirus faergetype	5
NC_049385	416.6044193783912	228.30536949611985	Peduoviridae	Peduovirus P22H4	8
NC_049391	376.5262824051481	227.2518363758793	Peduoviridae	Xuanwuvirus P884B11	8
NC_049394	438.3829503747163	190.1108219911088	Peduoviridae	Quadragintavirus ev129	8
NC_049440	-679.2036398572618	54.47063153828756	Ackermannviridae	Kuttervirus SenALZ1	1
NC_049445	-895.0278344986502	-106.466637631751	Straboviridae	Hadassahvirus azbtza1	3
NC_049460	494.7547118061709	190.9259327951644	Peduoviridae	Irrigatiovirus SI7	8
NC_049467	350.7072299249908	-85.14530107783511	Schitoviridae	Pylasvirus KpCHEMY26	6
NC_049503	-645.2876694680584	51.47425001839986	Ackermannviridae	Kuttervirus aagejoakim	1
NC_049815	124.20647490787746	409.55478471492256	Drexlerviridae	Warwickvirus tonn	10
NC_049829	177.36286192232342	413.5075708297661	Drexlerviridae	Hanrivervirus aalborv	10
NC_049834	102.92996523761394	458.2517595100777	Drexlerviridae	Webervirus IMGroot	10
NC_049835	85.65141439032936	441.2780656394782	Drexlerviridae	Webervirus domnhall	10
NC_050148	72.11119673647545	308.81311727156026	Lindbergviridae	Pbunavirus Pa193	7
NC_052979	271.2619202395488	208.99447229273704	Casjensviridae	Kokobelvirus kokobel1	2
NC_052986	278.6439301021089	206.0378417240848	Casjensviridae	Sharonstreetvirus BUCT551	2
NC_052989	195.87328833598144	178.43281916970804	Casjensviridae	Jacunavirus JC01	2
NC_053011	277.84003064337	235.75367754221085	Casjensviridae	Gwanakrovirus SNUABM08	2
NC_054893	123.39835795567956	463.64991230683256	Drexlerviridae	Changchunvirus W011D	10
NC_054906	-1071.3494674378344	-288.3691438470669	Straboviridae	Tequatrovirus RB18	3
NC_054911	-1069.149262116931	-281.23229454498744	Straboviridae	Tequatrovirus ec04	3
NC_054913	-1014.885989949664	-239.92660434189756	Straboviridae	Mosigvirus efftwo	3
NC_054916	-1076.3240122087486	-263.2549983214933	Straboviridae	Tequatrovirus ecomg28	3
NC_054920	-1053.6748486248712	-265.003334669582	Straboviridae	Tequatrovirus gee9062	3
NC_054932	-1069.9176419946875	-279.92624178410574	Straboviridae	Tequatrovirus teqdroes	3
NC_054971	251.3149410614092	-82.26556582130756	Schitoviridae	Pourcelvirus Axy10	6
NC_055740	-990.6879907955882	-241.04535304472756	Straboviridae	Dhakavirus ime281	3
NC_055846	447.94185980156976	252.9409614471651	Peduoviridae	Peduovirus YPM50	8
NC_055849	-373.56224218625607	-1.2389108418571908	Demerecviridae	Thalassavirus cody	5
NC_055851	-370.6900491071531	-18.763863227057456	Demerecviridae	Thalassavirus athena	5
NC_055913	-395.88303049598153	-28.06712275128684	Demerecviridae	Thalassavirus gary	5
NC_061421	-466.49473118309857	77.24874429228595	Chimalliviridae	Maaswegvirus Kp24	9
NC_062735	-479.6808694542374	181.4374186186901	Kyanoviridae	Potamoivirus tusconj	9
NC_069147	284.9075964863196	273.4696547954828	Sarkviridae	Cornellvirus GRNsp27	2
NC_069149	249.68722636271357	261.6678883103457	Sarkviridae	Cornellvirus SenTO17	2
NC_069156	320.837401900611	258.88673484860703	Sarkviridae	Otakuvirus otaku	2
NC_070657	433.0622049312594	251.4542122193276	Aliceevansviridae	Moineauvirus CHPC1027	8
NC_070661	372.0251081159104	239.8587867042564	Aliceevansviridae	Moineauvirus CHPC1041	8
NC_070672	423.9549256995674	261.1102117511889	Aliceevansviridae	Moineauvirus CHPC663	8
NC_070687	462.8045760814037	257.0404193454332	Aliceevansviridae	Moineauvirus L5A1	8
NC_070688	440.7031954059112	250.881381121045	Aliceevansviridae	Moineauvirus M19	8
NC_070690	461.5325314580807	232.9698362588185	Aliceevansviridae	Moineauvirus P0091	8
NC_070693	445.83970833869967	258.4472647870696	Aliceevansviridae	Moineauvirus P5641	8
NC_070709	417.8530689577447	233.0686111550967	Aliceevansviridae	Moineauvirus P9854	8
NC_070716	418.99510623664446	254.1753624039017	Aliceevansviridae	Moineauvirus SW12	8
NC_070723	448.3720319657818	250.3393047001687	Aliceevansviridae	Moineauvirus SWK3	8
NC_070725	422.7166620067801	244.13279071443463	Aliceevansviridae	Moineauvirus VA214	8
NC_070856	224.21169026098005	-79.13037700384702	Schitoviridae	Acanvirus Rheph16	6
NC_070872	294.1678620914606	-84.04189115610404	Schitoviridae	Gamaleyavirus U1g	6
NC_070909	364.5078502873576	245.4654747030531	Peduoviridae	Elveevirus cartapus	8
NC_070915	411.6636690700209	234.8750871163977	Peduoviridae	Duonihilunusvirus YenM5617	8
NC_070999	-252.39160156348703	26.70084968145875	Chimalliviridae	Ferozepurvirus pAEv1810	5
NC_071054	461.21447703689273	264.0959042426962	Aliceevansviridae	Vansinderenvirus P0093	8
NC_071056	455.0097773095374	263.5638358875749	Aliceevansviridae	Vansinderenvirus P0092	8
NC_071060	438.1240571473773	254.64361351576648	Aliceevansviridae	Vansinderenvirus SW19	8
NC_071076	445.8153806659525	249.96695863032627	Aliceevansviridae	Brussowvirus P7952	8
NC_073181	321.7844953649653	299.0842266347563	Sarkviridae	Jerseyvirus jv5sent1	2
NC_073184	304.1845233703823	323.75684153687223	Sarkviridae	Jerseyvirus F12013	2
NC_073206	310.8274329928563	312.88099906211994	Sarkviridae	Jerseyvirus CTH7	2
NC_073207	308.6679545375937	304.3620626295195	Sarkviridae	Jerseyvirus SHWT1	2
NC_073317	241.000740013626	314.3269086691961	Sarkviridae	Escherichia phage vB_EcoS_fPoEco01	2
NC_073323	189.76355435992355	301.8185264696017	Sarkviridae	Escherichia phage vB_EcoS-phiEc3	2
NC_073609	-271.29005683429114	87.86833671163768	Vandenendeviridae	Pakpunavirus EPA1	5
NC_073615	-286.72675099185585	79.82337157246758	Vandenendeviridae	Pakpunavirus HJ01	5
NC_073616	-263.3342737232188	78.49007032834533	Vandenendeviridae	Pakpunavirus B8	5
NC_073618	-265.3440809944402	90.31427349424376	Vandenendeviridae	Pakpunavirus B55	5
NC_073752	792.7059728503075	-37.64235182991353	Inoviridae	Lophivirus Cf2	4
NC_073760	782.7035107249742	-68.25915002210488	Inoviridae	Villovirus VALG8	4
NC_074762	791.9438205861582	-30.603359212187385	Inoviridae	Coriovirus Cf1c	4
NC_100331	-362.52773039837234	17.70387729252107	Demerecviridae	Tequintavirus HASG4	5
NC_100383	-449.67232993293806	167.41061310921825	Herelleviridae	Schiekvirus ben	9
NC_103643	-317.0988627452582	15.358020595236384	Demerecviridae	Epseptimavirus STWB21	5
NC_104190	-339.49610151844126	22.96743346228845	Demerecviridae	Tequintavirus IME178	5
NC_104952	760.1964522657925	-27.84881467976247	Inoviridae	Versovirus Vipa4291	4
NC_105117	-344.1188951256463	12.102562612997758	Demerecviridae	Epseptimavirus trudiroth	5
NC_105825	-332.779653169687	10.39800266244518	Demerecviridae	Tequintavirus ECOP18	5
NC_109362	453.1438320964724	230.97802196522863	Peduoviridae	Bielevirus A051	8
OK040807	-226.84387472892425	60.80291307987315	Andersonviridae	Escherichia phage C600M2	5
OK138556	508.4214724541505	-394.7499922711544	Autotranscriptaviridae	Przondovirus IME531	0
OK149215	504.43584225437394	-394.2779329945814	Autotranscriptaviridae	Teetrevirus IME305	0
OK210074	481.88091772458006	-358.15728821115533	Autotranscriptaviridae	Kayfunavirus KKP3263	0
OK272473	-1070.342910962951	-273.38339776097547	Straboviridae	Tequatrovirus gizh	3
OK272476	-1079.59988440019	-291.207448615249	Straboviridae	Tequatrovirus gizh	3
OK272481	109.93168928067873	429.1646443175852	Drexlerviridae	Escherichia phage JLBYU38	10
